2011-01-31;0;0
2011-02-07;8;0
2011-02-14;8;0
2011-02-21;8;0
2011-02-28;8;4
2011-03-08;5;8
2011-03-14;5;8
2011-03-21;8;11
2011-03-28;1;16
2011-04-04;6;20
2011-04-11;2;24
2011-04-18;6;30
2011-04-25;3;34
2011-05-02;4;34
2011-05-09;5;34
2011-05-16;10;37
2011-05-23;16;37
2011-06-06;12;49
2011-06-13;12;49
2011-06-21;14;55
2011-06-27;14;55
2011-07-04;16;55
