2011-01-17;24;0
2011-01-24;14;8
2011-01-31;26;8
2011-02-07;20;12
2011-02-14;18;12
2011-02-21;24;16
2011-02-28;16;26
2011-03-08;19;32
2011-03-14;25;36
2011-03-21;93;41
2011-03-28;91;43
2011-04-04;99;46
2011-04-11;97;52
2011-04-18;84;57
2011-04-25;76;57
2011-05-02;73;63
2011-05-09;99;67
2011-05-16;101;81
2011-05-23;97;87
